step,g1,g2,formation_error
0,0.6525928378105164,0.043470174074172974,1.4531689976356124
1,0.6520386934280396,0.04273673892021179,1.4526262873976465
2,0.6514851450920105,0.042016029357910156,1.4520832175259533
3,0.650932252407074,0.041307806968688965,1.4515397874778933
4,0.6503798961639404,0.040611714124679565,1.4509959967049735
5,0.6498281955718994,0.039927661418914795,1.4504518446528913
6,0.6492770314216614,0.039255380630493164,1.4499073307615775
7,0.6487267017364502,0.03859490156173706,1.4493624544652397
8,0.6481769680976868,0.03794577717781067,1.448817215192407
9,0.6476278901100159,0.037307947874069214,1.448271612365972
10,0.6470794677734375,0.03668108582496643,1.4477256454032366
11,0.6465314626693726,0.03606501221656799,1.447179313715953
12,0.645984411239624,0.0354597270488739,1.4466326167103691
13,0.6454378962516785,0.03486490249633789,1.446085553787271
14,0.6448920965194702,0.03428041934967041,1.4455381243420256
15,0.6443468928337097,0.033706068992614746,1.4449903277646257
16,0.643802285194397,0.03314158320426941,1.4444421634397298
17,0.6432585120201111,0.03258699178695679,1.4438936307467094
18,0.6427150964736938,0.03204178810119629,1.4433447290596897
19,0.6421725749969482,0.03150621056556702,1.4427954577475914
20,0.6416308879852295,0.03097999095916748,1.4422458161741758
21,0.6410896182060242,0.03046277165412903,1.4416958036980871
22,0.6405490636825562,0.029954582452774048,1.4411454196728932
23,0.6400094032287598,0.029455184936523438,1.440594663447132
24,0.639470100402832,0.02896443009376526,1.4400435343643498
25,0.6389316320419312,0.028482168912887573,1.4394920317631477
26,0.6383939385414124,0.028008311986923218,1.4389401549772214
27,0.6378568410873413,0.02754265069961548,1.438387903335404
28,0.6373203992843628,0.02708500623703003,1.4378352761617097
29,0.6367846727371216,0.026635318994522095,1.4372822727753751
30,0.6362497210502625,0.026193439960479736,1.4367288924909007
31,0.6357153058052063,0.02575916051864624,1.436175134618094
32,0.6351816654205322,0.02533242106437683,1.4356209984621122
33,0.6346489191055298,0.024913161993026733,1.4350664833235025
34,0.6341165900230408,0.024501025676727295,1.4345115884982447
35,0.6335622668266296,0.0240839421749115,1.433956313277793
36,0.6329728960990906,0.023655563592910767,1.4334006569491193
37,0.632384181022644,0.02323511242866516,1.4328446187947521
38,0.6317961812019348,0.022822439670562744,1.43228819809282
39,0.6312084197998047,0.02241721749305725,1.431731394117093
40,0.6306219100952148,0.022019684314727783,1.431174206137023
41,0.6300355195999146,0.021629273891448975,1.4306166334177886
42,0.6294500231742859,0.02124619483947754,1.4300586752203301
43,0.6288650035858154,0.020870059728622437,1.4295003308013972
44,0.6282809972763062,0.020501047372817993,1.428941599413588
45,0.627697229385376,0.02013862133026123,1.4283824803053877
46,0.627114474773407,0.019782990217208862,1.4278229727212135
47,0.6265320777893066,0.019433796405792236,1.4272630759014522
48,0.6259506940841675,0.01909118890762329,1.4267027890825048
49,0.625369668006897,0.01875472068786621,1.4261421114968236
50,0.6247894167900085,0.018424510955810547,1.4255810423729558
51,0.6242097616195679,0.018100351095199585,1.4250195809355837
52,0.623630940914154,0.01778218150138855,1.4244577264055631
53,0.6230528354644775,0.01746988296508789,1.4238954779999669
54,0.622475266456604,0.017163246870040894,1.423332834932124
55,0.6218985319137573,0.016862303018569946,1.4227697964116597
56,0.6213223934173584,0.016566812992095947,1.4222063616445373
57,0.6207467913627625,0.01627674698829651,1.4216425298330972
58,0.6201722025871277,0.015992075204849243,1.4210783001760978
59,0.619598388671875,0.015712618827819824,1.4205136718687548
60,0.6190247535705566,0.015438169240951538,1.419948644102782
61,0.6184520125389099,0.015168875455856323,1.419383216066432
62,0.6178799271583557,0.014904618263244629,1.4188173869445335
63,0.6173085570335388,0.014645159244537354,1.4182511559185345
64,0.6167377829551697,0.014390438795089722,1.4176845221665406
65,0.6161679625511169,0.014140427112579346,1.417117484863354
66,0.6155987977981567,0.013894975185394287,1.4165500431805154
67,0.6150301694869995,0.013653934001922607,1.4159821962863401
68,0.6144625544548035,0.013417363166809082,1.4154139433459612
69,0.6138954758644104,0.013185054063796997,1.4148452835213667
70,0.6133290529251099,0.012956947088241577,1.414276215971439
71,0.6127633452415466,0.012733012437820435,1.4137067398519965
72,0.6121986508369446,0.012513220310211182,1.4131368543158296
73,0.6116343140602112,0.012297302484512329,1.4125665585127425
74,0.611070990562439,0.012085407972335815,1.4119958515895905
75,0.610508143901825,0.011877268552780151,1.4114247326903204
76,0.6099464297294617,0.011673003435134888,1.4108532009560086
77,0.6093851327896118,0.011472374200820923,1.4102812555248996
78,0.608824610710144,0.011275410652160645,1.4097088955324464
79,0.6082648634910583,0.011081993579864502,1.4091361201113484
80,0.6077058911323547,0.01089206337928772,1.4085629283915886
81,0.6071475744247437,0.01070559024810791,1.4079893195004758
82,0.6065901517868042,0.01052248477935791,1.4074152925626788
83,0.6060335636138916,0.010342717170715332,1.406840846700268
84,0.6054774522781372,0.010166138410568237,1.4062659810327534
85,0.604922354221344,0.009992808103561401,1.4056906946771215
86,0.6043680310249329,0.009822577238082886,1.4051149867478743
87,0.6038142442703247,0.009655386209487915,1.4045388563570684
88,0.6032612323760986,0.009491175413131714,1.403962302614352
89,0.602709174156189,0.00932997465133667,1.4033853246270018
90,0.602157711982727,0.009171634912490845,1.4028079214999658
91,0.6016071438789368,0.009016156196594238,1.4022300923358946
92,0.6010575294494629,0.00886353850364685,1.4016518362351844
93,0.600508451461792,0.008713573217391968,1.4010731522960125
94,0.5999600291252136,0.00856626033782959,1.400494039614375
95,0.5994125008583069,0.008421659469604492,1.3999144972841255
96,0.5988656282424927,0.008279591798782349,1.3993345243970114
97,0.5983198881149292,0.008140116930007935,1.3987541200427116
98,0.5977748036384583,0.0080031156539917,1.3981732833088758
99,0.5972307920455933,0.00786861777305603,1.3975920132811603
100,0.5966869592666626,0.007736414670944214,1.3970103090432633
101,0.5961441993713379,0.007606595754623413,1.3964281696769658
102,0.5956021547317505,0.0074791014194488525,1.395845594262168
103,0.5950609445571899,0.007353842258453369,1.3952625818769238
104,0.5945206880569458,0.007230877876281738,1.39467913159748
105,0.5939813256263733,0.007110089063644409,1.3940952424983146
106,0.5934424996376038,0.0069914162158966064,1.3935109136521686
107,0.5929045677185059,0.00687485933303833,1.3929261441300893
108,0.5923672318458557,0.006760329008102417,1.392340933001462
109,0.5918309688568115,0.006647855043411255,1.3917552793340495
110,0.5912954807281494,0.006537377834320068,1.391169182194027
111,0.5907608270645142,0.00642886757850647,1.3905826406460209
112,0.5902268290519714,0.006322234869003296,1.3899956537531415
113,0.5896937847137451,0.006217509508132935,1.3894082205770233
114,0.5891615152359009,0.00611463189125061,1.38882034017786
115,0.588630199432373,0.0060135722160339355,1.3882320116144393
116,0.5880995988845825,0.0059143006801605225,1.3876432339441813
117,0.5875696539878845,0.005816727876663208,1.3870540062231735
118,0.5870407819747925,0.005720913410186768,1.386464327506207
119,0.586512565612793,0.005626767873764038,1.3858741968468122
120,0.5859853029251099,0.005534261465072632,1.3852836132972965
121,0.5854589939117432,0.005443394184112549,1.3846925759087774
122,0.5849332809448242,0.005354106426239014,1.3841010837312195
123,0.5844084024429321,0.005266398191452026,1.3835091358134723
124,0.5838844180107117,0.0051802098751068115,1.3829167312033024
125,0.5833615064620972,0.005095541477203369,1.382323868947431
126,0.5828391313552856,0.005012333393096924,1.3817305480915707
127,0.5823178291320801,0.004930585622787476,1.381136767680458
128,0.5817970037460327,0.004850238561630249,1.3805425267578915
129,0.5812773704528809,0.004771322011947632,1.3799478243667649
130,0.5807585120201111,0.004693746566772461,1.3793526595491044
131,0.5802406072616577,0.004617571830749512,1.3787570313461024
132,0.5797231793403625,0.004542648792266846,1.378160938798154
133,0.5792068243026733,0.004469066858291626,1.3775643809448903
134,0.5786915421485901,0.004396766424179077,1.3769673568252152
135,0.5781769156455994,0.0043257176876068115,1.3763698654773402
136,0.577663004398346,0.004255861043930054,1.3757719059388185
137,0.5771502256393433,0.004187256097793579,1.3751734772465798
138,0.5766382217407227,0.004119813442230225,1.374574578436966
139,0.5761268734931946,0.0040535032749176025,1.3739752085457664
140,0.575616717338562,0.003988385200500488,1.3733753666082493
141,0.5751071572303772,0.003924369812011719,1.3727750516592008
