step,g1,g2,formation_error
0,0.9960082769393921,0.0007424056529998779,1.023222014124305
1,0.9962475299835205,0.0007518529891967773,1.0226649172718418
2,0.9964722394943237,0.0007614195346832275,1.0221089762714277
3,0.9966832995414734,0.0007710754871368408,1.0215541833594521
4,0.9968815445899963,0.0007807910442352295,1.021000530802696
5,0.9970676898956299,0.0007906258106231689,1.020448010898285
6,0.9972426891326904,0.0008005499839782715,1.0198966159736425
7,0.9974069595336914,0.0008105933666229248,1.019346338386437
8,0.9975613355636597,0.0008206963539123535,1.0187971705245376
9,0.997706413269043,0.0008308887481689453,1.0182491048059628
10,0.9978426694869995,0.0008412003517150879,1.0177021336788303
11,0.9979707598686218,0.0008516013622283936,1.0171562496213082
12,0.9980911016464233,0.0008620917797088623,1.0166114451415662
13,0.9982041716575623,0.0008727014064788818,1.0160677127777236
14,0.9983104467391968,0.0008833706378936768,1.0155250450977982
15,0.9984103441238403,0.0008941590785980225,1.0149834346996587
16,0.9985042214393616,0.0009050667285919189,1.014442874210969
17,0.9985924959182739,0.0009160339832305908,1.0139033562891406
18,0.9986754059791565,0.0009271204471588135,1.0133648736212804
19,0.9987534284591675,0.0009382963180541992,1.0128274189241364
20,0.9988267421722412,0.000949561595916748,1.0122909849440485
21,0.9988956451416016,0.0009609460830688477,1.011755564456895
22,0.9989604949951172,0.0009724199771881104,1.0112211502680393
23,0.9990214109420776,0.0009839832782745361,1.0106877352122776
24,0.9990787506103516,0.0009956657886505127,1.0101553121537874
25,0.9991326332092285,0.0010074377059936523,1.0096238739860712
26,0.9991832971572876,0.0010193288326263428,1.0090934136319059
27,0.9992308616638184,0.001031428575515747,1.008563924043287
28,0.9992635250091553,0.0010533928871154785,1.008035398201375
29,0.9992947578430176,0.00107574462890625,1.0075078291164428
30,0.9993246793746948,0.001098543405532837,1.0069812098278192
31,0.999353289604187,0.0011217594146728516,1.0064555334038359
32,0.9993806481361389,0.001145392656326294,1.005930792941772
33,0.9994068145751953,0.0011695027351379395,1.0054069815677993
34,0.999431848526001,0.0011940598487854004,1.0048840924369262
35,0.9994558095932007,0.0012190639972686768,1.0043621187329441
36,0.9994786977767944,0.0012445449829101562,1.0038410536683706
37,0.9995006322860718,0.0012704730033874512,1.0033210222882731
38,0.9995216131210327,0.0012969672679901123,1.002802152748284
39,0.9995415806770325,0.0013240277767181396,1.002284422847336
40,0.9995606541633606,0.001351684331893921,1.0017678104778451
41,0.9995788335800171,0.0013799667358398438,1.0012522936272659
42,0.9995962381362915,0.001408904790878296,1.0007378503775988
43,0.9996128082275391,0.0014384686946868896,1.0002244589040274
44,0.9996286630630493,0.0014687180519104004,0.9997120974790448
45,0.9996438026428223,0.0014996230602264404,0.9992007444688307
46,0.9996582269668579,0.0015312433242797852,0.9986903783387336
47,0.9996720552444458,0.0015635788440704346,0.9981809776495184
48,0.9996852278709412,0.0015966594219207764,0.9976725210607157
49,0.9996978044509888,0.0016304552555084229,0.9971649873269097
50,0.9997098445892334,0.0016650557518005371,0.9966583553049435
51,0.9997207522392273,0.0017021894454956055,0.9961526040484735
52,0.9997307062149048,0.0017416179180145264,0.9956477126896488
53,0.9997402429580688,0.0017819702625274658,0.9951436603758854
54,0.9997494220733643,0.0018233656883239746,0.9946404263599637
55,0.999758243560791,0.0018657445907592773,0.9941379899904502
56,0.9997667074203491,0.0019091963768005371,0.9936363307205719
57,0.9997748136520386,0.001953721046447754,0.9931354281033484
58,0.9997825622558594,0.001999378204345703,0.9926352617953085
59,0.9997900724411011,0.002046138048171997,0.9921358115513098
60,0.9997941255569458,0.0020702481269836426,0.9916370559012989
61,0.9997953176498413,0.002095937728881836,0.9911389749023046
62,0.9997965097427368,0.002122223377227783,0.9906415486467344
63,0.9997977018356323,0.002149134874343872,0.9901447573318657
64,0.9997988939285278,0.002176642417907715,0.9896485812566869
65,0.9998000860214233,0.002204805612564087,0.9891530008273319
66,0.9998012781143188,0.0022336244583129883,0.9886579965538148
67,0.9998024702072144,0.002263098955154419,0.9881635490503038
68,0.9998036026954651,0.0022932887077331543,0.9876696390388212
