step,g1,g2,formation_error
0,0.462826132774353,0.04348728060722351,0.957144105014087
1,0.45614027976989746,0.04358676075935364,0.9577102881068098
2,0.4494839608669281,0.043685317039489746,0.95827478997619
3,0.4428578019142151,0.043782949447631836,0.958837595981503
4,0.4362657964229584,0.04387962818145752,0.9593986916772476
5,0.4297088384628296,0.043975502252578735,0.9599580628113529
6,0.4231891334056854,0.04407057166099548,0.9605156953233999
7,0.41670888662338257,0.04416477680206299,0.961071575342858
8,0.4102697968482971,0.04425802826881409,0.9616256891873339
9,0.4038744270801544,0.04435032606124878,0.9621780233608354
10,0.3975236713886261,0.044441819190979004,0.9627285645520482
11,0.3912197947502136,0.04453247785568237,0.9632772996326284
12,0.38496488332748413,0.04462212324142456,0.9638242156555064
13,0.37875896692276,0.04471096396446228,0.9643692998532052
14,0.3726049065589905,0.04479873180389404,0.9649125396361738
15,0.366504430770874,0.0448857843875885,0.9654539225911322
16,0.36045750975608826,0.044971764087677,0.9659934364794308
17,0.35447877645492554,0.04352051019668579,0.9665310692354242
18,0.34858763217926025,0.03840911388397217,0.9670668089648558
19,0.3427538275718689,0.03388717770576477,0.9676006439432587
20,0.33697861433029175,0.029889941215515137,0.9681325626143686
21,0.33126288652420044,0.026359349489212036,0.9686625535885491
22,0.32560762763023376,0.02324250340461731,0.9691906056412314
23,0.32001328468322754,0.020492643117904663,0.9697167077113664
24,0.31448131799697876,0.018067628145217896,0.9702408488998899
25,0.30901291966438293,0.01592952013015747,0.9707630184682016
26,0.3050214648246765,0.013188809156417847,0.9712832058366562
27,0.3031046986579895,0.009966224431991577,0.9718014005830659
28,0.3011959195137024,0.007530480623245239,0.9723175924412196
29,0.29929542541503906,0.005690574645996094,0.9728317712994101
30,0.2974027991294861,0.004301339387893677,0.9733439271989769
31,0.2955186665058136,0.0032525062561035156,0.9738540503328613
32,0.29355138540267944,0.0024569332599639893,0.9743621310441727
33,0.29146450757980347,0.0018530786037445068,0.9748681598247686
34,0.28938788175582886,0.0013984143733978271,0.9753721273138447
35,0.28732073307037354,0.0010559558868408203,0.9758740242965407
36,0.28526419401168823,0.0007978379726409912,0.9763738417025558
37,0.28314507007598877,0.0006025731563568115,0.9768715706047763
38,0.28103411197662354,0.0004553794860839844,0.9773672022179162
39,0.278636634349823,0.0003497004508972168,0.9778607278971693
40,0.2719101011753082,0.00033676624298095703,0.9783521391368729
41,0.26529890298843384,0.0003243684768676758,0.9788414275691841
42,0.25880399346351624,0.00031244754791259766,0.9793285849627665
43,0.2524256110191345,0.00030097365379333496,0.97981360322149
44,0.24663513898849487,0.0002912282943725586,0.9802964743831404
45,0.2439475953578949,0.0002904534339904785,0.9807771906181433
46,0.24753668904304504,0.0003095269203186035,0.9812557442282949
47,0.25114673376083374,0.00032979249954223633,0.9817321276455094
48,0.2547758221626282,0.00035130977630615234,0.9822063334305741
49,0.2584242820739746,0.00037416815757751465,0.9826783542719156
50,0.2620912492275238,0.00039842724800109863,0.9831481829843799
51,0.2657768428325653,0.0004241764545440674,0.9836158125080201
52,0.26947903633117676,0.000451505184173584,0.9840812359068977
53,0.27344992756843567,0.0004805624485015869,0.984544446367893
54,0.2774776220321655,0.0005113780498504639,0.9850054371995274
55,0.28152525424957275,0.0005441009998321533,0.9854642018307957
56,0.2851729393005371,0.0005784034729003906,0.9859207338100099
57,0.2887398898601532,0.0006146430969238281,0.9863750268036515
58,0.29231762886047363,0.0006530284881591797,0.9868270745952366
59,0.29590606689453125,0.0006937086582183838,0.9872768710841913
60,0.2995049059391022,0.0007367730140686035,0.9877244102847343
61,0.30311280488967896,0.0007823705673217773,0.9881696863247746
62,0.3067284822463989,0.0008306503295898438,0.9886126934448148
63,0.31020790338516235,0.0008831620216369629,0.9890534259968671
64,0.3136935532093048,0.00093880295753479,0.9894918784433789
65,0.3171854615211487,0.0009977519512176514,0.9899280453561675
66,0.32068294286727905,0.0010602176189422607,0.9903619214153652
67,0.3241853713989258,0.001126408576965332,0.9907935014083755
68,0.32769137620925903,0.0011964738368988037,0.9912227802288349
69,0.3312016725540161,0.001270681619644165,0.9916497528755898
70,0.3347157835960388,0.0013492703437805176,0.9920744144516791
71,0.33823245763778687,0.0014324188232421875,0.9924967601633271
72,0.34175166487693787,0.0015204250812530518,0.9929168586477927
73,0.3452722430229187,0.0016134381294250488,0.9933347130167176
